/IsolatedBunch/Run2018A-v1/RAW	ReReco-Run2018A-IsolatedBunch-12Nov2019_UL2018-0001	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/SingleMuon/Run2018A-v1/RAW	ReReco-Run2018A-SingleMuon-12Nov2019_UL2018-0002	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315788, 315789, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/MET/Run2018A-v1/RAW	ReReco-Run2018A-MET-12Nov2019_UL2018_rsb-0003	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315788, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/HLTPhysics/Run2018A-v1/RAW	ReReco-Run2018A-HLTPhysics-12Nov2019_UL2018-0004	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/DoubleMuon/Run2018A-v1/RAW	ReReco-Run2018A-DoubleMuon-12Nov2019_UL2018-0005	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315788, 315789, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/DoubleMuonLowMass/Run2018A-v1/RAW	ReReco-Run2018A-DoubleMuonLowMass-12Nov2019_UL2018-00002	[315252, 315255, 315257, 315258, 315259, 315264, 315265, 315267, 315270, 315273, 315320, 315321, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315533, 315543, 315555, 315556, 315557, 315587, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315688, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315775, 315784, 315785, 315786, 315787, 315788, 315789, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316095, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316260, 316271, 316360, 316361, 316362, 316363, 316376, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316478, 316505, 316568, 316569, 316577, 316590, 316613, 316615, 316638, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316797, 316798, 316808, 316839, 316876, 316877, 316878, 316879, 316928, 316944, 316984, 316985, 316993, 316994, 316995]
/Tau/Run2018A-v1/RAW	ReReco-Run2018A-Tau-12Nov2019_UL2018_rsb-0006	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315788, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
/NoBPTX/Run2018A-v1/RAW	ReReco-Run2018A-NoBPTX-12Nov2019_UL2018-0007	[315252, 315255, 315257, 315258, 315259, 315260, 315262, 315264, 315265, 315267, 315270, 315273, 315274, 315275, 315286, 315293, 315297, 315300, 315304, 315309, 315313, 315315, 315318, 315320, 315321, 315322, 315335, 315338, 315339, 315341, 315342, 315343, 315344, 315345, 315346, 315349, 315350, 315351, 315353, 315354, 315355, 315357, 315359, 315360, 315361, 315363, 315365, 315366, 315373, 315390, 315401, 315402, 315403, 315404, 315405, 315406, 315407, 315412, 315413, 315414, 315416, 315417, 315419, 315420, 315428, 315436, 315447, 315451, 315461, 315462, 315463, 315464, 315465, 315472, 315474, 315476, 315478, 315486, 315487, 315488, 315489, 315490, 315492, 315496, 315499, 315503, 315506, 315509, 315510, 315512, 315530, 315533, 315534, 315536, 315537, 315539, 315541, 315542, 315543, 315545, 315546, 315547, 315550, 315553, 315554, 315555, 315556, 315557, 315561, 315569, 315570, 315587, 315589, 315592, 315603, 315613, 315614, 315616, 315621, 315623, 315624, 315626, 315627, 315628, 315629, 315631, 315633, 315634, 315635, 315636, 315637, 315638, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315652, 315653, 315665, 315672, 315673, 315680, 315682, 315683, 315684, 315687, 315688, 315689, 315690, 315693, 315694, 315695, 315697, 315698, 315700, 315702, 315703, 315704, 315705, 315706, 315707, 315708, 315709, 315711, 315712, 315713, 315714, 315715, 315716, 315719, 315721, 315732, 315733, 315737, 315738, 315739, 315741, 315745, 315750, 315753, 315758, 315759, 315760, 315761, 315762, 315764, 315765, 315767, 315768, 315770, 315771, 315773, 315775, 315777, 315778, 315780, 315782, 315784, 315785, 315786, 315787, 315790, 315791, 315792, 315793, 315794, 315795, 315796, 315797, 315798, 315800, 315801, 315802, 315804, 315805, 315806, 315811, 315814, 315818, 315821, 315827, 315828, 315832, 315834, 315837, 315839, 315840, 315841, 315842, 315881, 315883, 315904, 315941, 315944, 315951, 315953, 315966, 315969, 315970, 315971, 315973, 315974, 315975, 315976, 315977, 315989, 315996, 316002, 316004, 316005, 316006, 316015, 316016, 316021, 316023, 316029, 316040, 316048, 316049, 316051, 316053, 316054, 316055, 316056, 316057, 316058, 316059, 316060, 316061, 316062, 316064, 316066, 316067, 316069, 316072, 316079, 316080, 316082, 316085, 316086, 316087, 316090, 316091, 316092, 316093, 316094, 316095, 316096, 316097, 316105, 316107, 316108, 316109, 316110, 316111, 316112, 316113, 316114, 316142, 316143, 316144, 316145, 316147, 316151, 316153, 316177, 316178, 316179, 316180, 316181, 316184, 316185, 316186, 316187, 316198, 316199, 316200, 316201, 316202, 316204, 316205, 316207, 316208, 316209, 316210, 316211, 316213, 316214, 316216, 316217, 316218, 316219, 316220, 316222, 316225, 316227, 316228, 316229, 316233, 316234, 316238, 316239, 316240, 316241, 316246, 316255, 316259, 316260, 316261, 316262, 316266, 316268, 316271, 316273, 316274, 316275, 316276, 316282, 316283, 316284, 316285, 316287, 316291, 316292, 316293, 316307, 316314, 316320, 316324, 316330, 316331, 316332, 316334, 316335, 316336, 316337, 316341, 316354, 316357, 316358, 316359, 316360, 316361, 316362, 316363, 316364, 316365, 316366, 316368, 316370, 316371, 316374, 316375, 316376, 316377, 316378, 316379, 316380, 316398, 316407, 316413, 316414, 316418, 316430, 316433, 316446, 316449, 316451, 316452, 316454, 316455, 316456, 316457, 316458, 316459, 316464, 316469, 316470, 316472, 316474, 316477, 316478, 316487, 316491, 316498, 316499, 316500, 316502, 316504, 316505, 316512, 316516, 316517, 316518, 316519, 316531, 316534, 316536, 316546, 316547, 316548, 316550, 316552, 316553, 316556, 316562, 316564, 316565, 316566, 316568, 316569, 316576, 316577, 316580, 316582, 316585, 316586, 316588, 316589, 316590, 316592, 316593, 316594, 316596, 316598, 316599, 316602, 316605, 316606, 316608, 316609, 316611, 316612, 316613, 316615, 316621, 316624, 316626, 316631, 316633, 316636, 316638, 316639, 316642, 316645, 316646, 316647, 316649, 316653, 316654, 316655, 316658, 316664, 316665, 316666, 316667, 316668, 316674, 316676, 316678, 316683, 316685, 316686, 316688, 316693, 316696, 316699, 316700, 316701, 316702, 316704, 316705, 316706, 316707, 316709, 316713, 316714, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316749, 316750, 316751, 316758, 316761, 316763, 316764, 316766, 316775, 316778, 316780, 316781, 316783, 316788, 316792, 316793, 316794, 316796, 316797, 316798, 316799, 316808, 316810, 316824, 316828, 316829, 316831, 316833, 316839, 316840, 316841, 316842, 316845, 316852, 316854, 316859, 316860, 316861, 316862, 316866, 316867, 316868, 316869, 316873, 316876, 316877, 316878, 316879, 316881, 316882, 316883, 316890, 316893, 316895, 316897, 316900, 316901, 316905, 316906, 316908, 316909, 316911, 316912, 316916, 316917, 316928, 316930, 316931, 316932, 316933, 316935, 316936, 316937, 316939, 316943, 316944, 316945, 316947, 316948, 316950, 316952, 316954, 316956, 316957, 316958, 316961, 316962, 316964, 316965, 316971, 316972, 316973, 316976, 316977, 316979, 316981, 316982, 316983, 316984, 316985, 316986, 316987, 316988, 316991, 316993, 316994, 316995]
/ZeroBias-Error/Run2018A-v1/RAW	ReReco-Run2018A-ZeroBias-Error-12Nov2019_UL2018-0008	[315363]
/MuOnia/Run2018A-v1/RAW	ReReco-Run2018A-MuOnia-12Nov2019_UL2018-0009	[315257, 315258, 315259, 315264, 315265, 315267, 315270, 315322, 315339, 315357, 315361, 315363, 315365, 315366, 315420, 315488, 315489, 315490, 315506, 315509, 315510, 315512, 315543, 315555, 315556, 315557, 315640, 315641, 315642, 315644, 315645, 315646, 315647, 315648, 315689, 315690, 315702, 315703, 315704, 315705, 315713, 315721, 315741, 315764, 315770, 315784, 315785, 315786, 315788, 315789, 315790, 315800, 315801, 315840, 315973, 315974, 316058, 316059, 316060, 316061, 316062, 316082, 316109, 316110, 316111, 316112, 316113, 316114, 316151, 316153, 316186, 316187, 316199, 316200, 316201, 316202, 316216, 316217, 316218, 316219, 316239, 316240, 316241, 316271, 316361, 316362, 316363, 316377, 316378, 316379, 316380, 316455, 316456, 316457, 316469, 316470, 316472, 316505, 316569, 316590, 316613, 316615, 316664, 316665, 316666, 316667, 316700, 316701, 316702, 316715, 316716, 316717, 316718, 316719, 316720, 316721, 316722, 316723, 316758, 316766, 316876, 316877, 316879, 316928, 316944, 316985, 316993, 316994, 316995]
